Sale ID,Order ID,Invoice Number,Transaction Date,Transaction Time,Sales Channel,Customer ID,Product ID,Product Name,SKU,Quantity Sold,Price per Unit,Total Sale Amount
KX86WDDZ,NNFTF33US7,PG3MDGB2,2022-12-31 03:59:50,01:09:44,Online,XWRQ5FO4,Y4TCTWZC,Yet Out,VPPB1ZDIXQ44,9,359.04,3231.36
JUKC6OA3,LU5IV6OZJU,FEX6YYWU,2022-10-01 03:59:50,01:03:57,Online,X8JCUWOZ,A9ZE9FDI,Total Street,BRVTLR8UG8NL,2,404.83,809.66
REVLBSS5,RUAA0CF7C8,HBIF76Y3,2022-07-23 03:59:50,15:03:02,Online,3TY7ABXH,DHCA7G8I,Generation Television,FV76WQYTZD1G,7,384.22,2689.54
64Z0Y61T,HNAWCH29ZH,S7S2A74M,2023-11-12 03:59:50,04:23:17,Mobile,GEWYR3K3,5GX1I0M1,Rest Way,LDJU5367LN2L,4,482.94,1931.76
RTRHRNYM,1PEMOLTN3E,H944TEJG,2023-04-08 03:59:50,22:18:31,In-store,8YN796OT,6RVACB46,Hear Wife,W5VW73EA5TTP,2,288.05,576.1
OXD41GOC,SDU9LAIFHP,I8X9T93S,2024-03-04 03:59:50,02:23:53,In-store,NBVTPGXE,CAL71WZG,Thus Could,LU4FM9EI1ZOS,10,449.59,4495.9
2SSZ21VP,C7SHT073EA,ICPR8SU0,2024-02-26 03:59:50,09:43:41,Mobile,9LUTJZSE,Y9TEJ19Y,Open Share,E6GA89GBDMZM,3,384.31,1152.93
0IKRGGB0,13WF0J9V37,N6O8XT65,2020-01-24 03:59:50,12:51:23,Online,Y3QAH1BN,V8IBYXFW,Down Box,9L25CDQLG04B,6,189.19,1135.14
G5U1SP7F,EA1Y4EMQ5D,YLH5XO0R,2024-08-22 03:59:50,05:09:03,Online,7ZCVQWSG,573J0DXX,Before Such,WD3TTVZNAWGH,8,436.39,3491.12
INC99JSB,1K1819WA0G,UDTGD5W5,2021-11-28 03:59:50,04:28:29,In-store,5GYQLLHF,H571DD6A,Politics Arm,ZEQ10TG5T5I0,10,442.97,4429.7
8275COUT,RQ4ZDYACVC,1VAJ6AK0,2023-12-02 03:59:50,20:30:33,Mobile,VVOMZFGQ,4PJ8U12P,Test Hope,5YEB7U1L0059,4,198.15,792.6
IMMWYAPO,4FVSSC74Y0,SM5EOPPD,2021-05-26 03:59:50,23:19:20,Online,W4KI2IHP,T1SH4W76,Behind Serious,8YK279KAFBTT,10,272.32,2723.2
EGL7IYPP,Y45RHRYDL2,W7411Y39,2019-11-20 03:59:50,03:59:23,In-store,8IX0PI7V,5LIEUOTO,Single Executive,XKKQZFI1A5ZR,3,244.07,732.21
A810X1BH,KQRKG8O7E7,JXYPMZNA,2022-07-26 03:59:50,23:53:53,Mobile,LZIFGBFN,2UEXWL6U,Site Me,X3ZHHXULQZ0E,9,479.11,4311.99
YBICQCHW,N2DRYRDYG8,9RXUHFK2,2020-03-24 03:59:50,13:23:52,Online,WK0NABRT,QOZSD6EH,Peace Subject,4OMM5LASTF8U,5,495.51,2477.55
EK8R497E,VIAK6HYSSV,RMUJS6ZD,2022-03-22 03:59:50,18:28:36,In-store,D422S8TW,3GOYG5TR,Without Second,RXKHKN7WXRZ1,7,346.65,2426.55
SU25Q5SF,WYI71O909P,WJISW90W,2023-05-22 03:59:50,09:07:41,Online,PFM1JD8B,B0UTIQ50,Before Writer,ED1UYSQ82JAC,9,20.47,184.23
J254VUYN,D7NRMI460X,NG7WGI7B,2023-07-26 03:59:50,16:27:39,In-store,C1RA47DI,TQP17JDB,Name Participant,NX1BUYMIB1O4,8,308.64,2469.12
RLWR7HDP,RRPR2EJ56D,IMG2KTVH,2022-05-24 03:59:50,20:17:12,In-store,BFW1EMEN,05SZLOL2,Green Together,NL0BXLID5LUO,5,438.77,2193.85
MXG1MV47,2X6K93N1QW,V816XAS2,2022-03-08 03:59:50,04:05:26,Online,PFM1JD8B,KR91Y9FQ,Without Front,DIGLMCAFLRDF,5,295.45,1477.25
HULPHBXG,9TL87DWZ9J,QJ2O7PPP,2023-04-20 03:59:50,20:21:17,Mobile,541101HN,XZQMQL9M,By Raise,90RSQBNJ4LE2,8,19.28,154.24
FPRXM6UU,C7PBQ84B5A,4TE22KI0,2023-05-24 03:59:50,01:17:49,Online,VLO1V1V9,TBDX4KZQ,Language Country,8N1Y531XNFBY,4,139.36,557.44
NTGCXS3O,1JDQBS0T8O,5EDB92A4,2023-08-31 03:59:50,03:00:39,Mobile,2TXXMQ8V,TPBO8B4L,Environment Coach,B93JA8XPGW2T,9,459.26,4133.34
1SU14ZWK,EA2R0XXJZF,A981JPII,2023-11-01 03:59:50,14:51:25,Mobile,9WKBRCU2,4UHFVGHJ,Enter Record,AKE3N2RGB3LX,2,155.8,311.6
O20LL9D1,H3Z4L92VRS,N21TQUIJ,2021-05-19 03:59:50,12:39:42,Mobile,AI11SR5F,H571DD6A,Politics Arm,ZEQ10TG5T5I0,1,442.97,442.97
6F3SQ5AH,9PSPSO9CB8,I5X01DCD,2021-03-14 03:59:50,08:34:29,In-store,83NM8NZ3,VZJG8PAL,Interesting Traditional,1A60T8OCA874,7,414.67,2902.69
W7D9VO7D,W875W89SN7,IIQOR5N6,2019-11-15 03:59:50,22:58:47,Mobile,OY1BKSUS,LADYU641,Four Performance,KXKLHZL1V1AK,10,180.34,1803.4
I7EAYZDL,9OZ93CCGFA,7KVDIROA,2019-12-04 03:59:50,01:28:21,Online,P2OW34WM,PASBXEHJ,Act Really,SU0ZIBG1ZW0N,5,98.11,490.55
RM0EBJDC,5S1V5FFHH7,BWVWN8BW,2022-03-21 03:59:50,06:49:33,Mobile,8WFQWLHY,CHLRXPGT,Series Guess,4D3P6O2EA1N4,4,135.44,541.76
R9I7QUMZ,RSOMZN6JD4,BV5TSHOY,2019-11-15 03:59:50,14:22:12,Mobile,DN3YFOQM,CY3SJ90E,Song Opportunity,WKYYKTSCAMYZ,1,140.8,140.8
L3U1T01W,SH9P76RCM0,VKGNBO4R,2020-07-13 03:59:50,11:49:27,Online,60EVL78V,DE47NF98,Open Development,TZHEB59NDFXQ,9,148.44,1335.96
MF6DQ72T,7LMJ4XWMMA,6N4LUU7L,2023-09-26 03:59:50,19:44:53,Mobile,IUPW5HO0,FLW9Q1HI,Board Experience,K5AC6B3YGNFG,10,340.85,3408.5
C4085OL7,DEQM1PREUG,2QAJFSRP,2021-11-07 03:59:50,17:42:36,In-store,5EEEJBD8,6J4UAK9B,Tough Office,JEOIHWFE07H2,3,469.72,1409.16
7IZ2X7QO,K03D8VHHS0,KSUM0R06,2021-04-21 03:59:50,18:36:55,In-store,FBEINZ5H,GGPJ8K0E,More Agent,L1JY5MULEDV5,2,359.72,719.44
XPSSHSAN,R1FDVX3LH7,U071UWK6,2022-02-08 03:59:50,07:21:41,In-store,VHI94JS8,5GX1I0M1,Rest Way,LDJU5367LN2L,5,482.94,2414.7
96CV0WG8,VI3WZ2Q8KR,RA7BA484,2023-10-25 03:59:50,09:51:49,Mobile,8XKXVSQO,806GXZ8R,Development Water,1FYBY4KGDEIH,4,335.71,1342.84
3H4W6OB6,X0B5TOLIDM,EJ67IFP3,2023-12-15 03:59:50,15:46:12,Mobile,V0PZFSVJ,H5CYMPV8,Others End,FSZKYP1CM4LW,7,490.9,3436.3
5KJINL24,H2GK8B6V9M,284OGDYA,2022-07-17 03:59:50,20:59:20,Mobile,QT4Y8U8H,S3V37O7V,May Prevent,8XLQ3RDE4KNA,5,64.94,324.7
1K2XHYS8,KFNK7BN80C,L3JT467W,2021-01-02 03:59:50,01:52:24,In-store,XL4W3UAS,KNMXJRFH,Stage Plan,FVE2WF7RZY2Y,5,490.12,2450.6
G51JWKUX,9OH9X0P5CR,NF3H3UHH,2024-02-16 03:59:50,07:23:21,Mobile,8S6W2951,XR8XQN0N,Behind Nor,SNAPIDBJK9CE,3,199.83,599.49
D30HJM8H,N2MNDOGP9R,54C8TB75,2024-08-08 03:59:50,10:40:38,Online,X9ST1MU2,9CF6NE4A,As Relate,AQV3HH4RIWVM,6,355.59,2133.54
7WRC3Z2Z,KB34M7FYSS,U6Q0ETYO,2023-08-20 03:59:50,12:12:57,Mobile,NZHDEGP8,68QN2YZE,Agency Science,ORV6AYF8YPEK,10,347.12,3471.2
V3AZJK4Y,PQS8FHG3TC,75KMUACV,2022-09-19 03:59:50,02:37:42,Online,GKQP3H7O,NC6K6Q01,Style Direction,LHH074CM1UXX,7,196.01,1372.07
L4R3SV1V,CHSB0Q47ID,FBCSMM1J,2023-08-27 03:59:50,21:46:35,Online,60EVL78V,O71QDAXX,Listen Take,V3NMIWA4ABHV,10,82.19,821.9
O857WIM7,61ZL7STB7C,2VIIA4D1,2023-10-15 03:59:50,22:05:43,Online,145S7KM0,CY3SJ90E,Song Opportunity,WKYYKTSCAMYZ,8,140.8,1126.4
EQ3PMTK1,3N5VL5YPCT,0K1U9F1N,2023-06-13 03:59:50,19:32:47,Online,VHI94JS8,A2N7AJM8,We Half,1Q69WODKK79N,3,280.88,842.64
MNCEV6FR,L605R3WV4B,6QLV42FB,2019-11-25 03:59:50,05:03:22,Mobile,9CSZDIDT,9HKBWKWE,Half Body,VBKTV68MLO5A,1,246.94,246.94
F5NKVJ8T,C6UKEZKZ7D,CZR2ASEQ,2020-01-19 03:59:50,11:01:22,Mobile,IHNPTIA3,E747DL6R,Play Leg,9JDQO4RYXWXO,6,84.42,506.52
4UGQOYS2,D4XHIZT66T,251V6LD2,2023-07-12 03:59:50,16:04:25,Mobile,LBFVO65S,L0FNYN1C,Director Common,QZW90Z3GV0AZ,7,255.7,1789.9
1OP4F3IS,XI9S3E77JN,G4UGEWMS,2021-07-10 03:59:50,04:15:29,Online,VLO1V1V9,10EN8198,Phone Church,EECE9RP85AAV,9,316.02,2844.18
IFXWDR2I,Z59TOEZN9C,S51MEMC3,2021-12-03 03:59:50,17:54:08,In-store,V33MRYL4,G6NPTDOC,Apply Particular,L5JGKNOZT7UF,9,156.06,1404.54
5490PYEU,R8HZ1N9OGE,EOEOS6EB,2021-05-05 03:59:50,22:17:10,Mobile,1TZQCZDT,TM41U8YR,Kitchen Father,3SZZ5GAQN83V,2,292.55,585.1
FXNNEFPV,SGLNWB8BI3,K42N265O,2020-12-21 03:59:50,04:01:11,Online,B68TJI23,V2A5Y8W9,Wall On,4DXGBD1IXK5H,5,498.27,2491.35
3XKEK3VT,IL21R2FIQ9,TBQ6N9B6,2023-03-19 03:59:50,11:27:33,Online,813XDPMB,0KZUQUNG,Yes Stand,L4H9QTQ5E8JZ,4,445.32,1781.28
6DTAWVAC,9VVGMQ7ZQI,EYOEGDFO,2022-11-12 03:59:50,05:39:00,Mobile,W29BXOVV,TNORHE0C,Hope Technology,AGEWN54FS7SJ,2,299.38,598.76
DWDPMUWY,PKRYB5M61O,IZA4O38F,2024-09-19 03:59:50,15:03:37,Mobile,AG5F1JR5,EIRH7VEG,Forward Want,DMEE3HR2PNCY,10,475.65,4756.5
2LNS3QFE,OBFMI27YAG,2GINQYSJ,2023-12-12 03:59:50,05:15:02,Online,QCC6D5WQ,RGQQJD4D,Reason Provide,04U9KIEUZAHA,3,73.89,221.67
VOMVH709,6TE7J96FYH,7T6MOZY6,2021-09-29 03:59:50,19:43:45,In-store,EQBYX07R,I0B5URO4,Heart In,R7BJ08VJXYVK,1,219.09,219.09
64SFG3EZ,1RF83HFM27,DX9PKONB,2024-07-17 03:59:50,08:31:03,Online,XVO3D53E,NZNONG0X,Him Start,1387L5LLQAW5,1,208.36,208.36
SLY3VF2R,V8XZHYJ4V6,P1HNARV2,2020-12-26 03:59:50,08:56:34,Mobile,H3DTHH9P,CHCWUKWT,Here Continue,DNYDNSN1EN4L,5,279.8,1399
RLU5HZ0O,FQQFAJL5B6,7MS761KA,2022-06-13 03:59:50,08:36:07,Mobile,KP6VG0W6,10REGNFL,In Media,4QXMFQWWL2GO,7,211.56,1480.92
PMI5Y030,VDKK8UBPI6,DN6TPITI,2020-11-30 03:59:50,07:27:00,Mobile,KJW5WR89,8JRUPWER,Million Industry,X0FHBX7BURWK,8,12.4,99.2
H4OVVLGJ,B5P4WMQCBI,LX9VK44Z,2024-05-18 03:59:50,07:32:05,In-store,82BQDNZ6,QM1YY1XY,Attorney Enter,4P8UC3VYNKOT,9,413.81,3724.29
GCMSLYCI,VCC588UGCS,WU3YIK9C,2022-10-06 03:59:50,19:35:36,In-store,E1W3EC6F,R8LWH3RD,Together Bill,KAKYCTZLQUBH,6,196.83,1180.98
KMYG8CCK,N0CT0QK7JI,1I7NMMGN,2021-08-31 03:59:50,13:39:54,Mobile,3VFQ99V6,5REW0Q5Z,System Let,HWXEDRTXWWK0,7,284.99,1994.93
B0PFI8TZ,JYXHSXMC0W,6JUUNQQH,2023-06-21 03:59:50,00:18:27,Mobile,REK8W7YD,HKUQ921V,His Three,BB9J3ROKKNVP,5,281.12,1405.6
NCIFUSKW,T8LQX3GTWM,46RFDFT3,2022-01-18 03:59:50,13:45:44,Online,0NJWHLMC,XZYAVB92,Market Activity,I6D7B1CPBXJ7,5,175.08,875.4
EUEFIVSQ,C322DC52DV,WX7Z3XYX,2024-06-27 03:59:50,13:12:56,Mobile,QWIVTSTO,X1G1G8ED,Station Break,IXG4GIUWZNAC,2,357.62,715.24
53VLNJDF,ADRH8ND62S,X7FDOEA6,2024-08-08 03:59:50,12:21:20,In-store,GLZVKXEF,A8LXFZ3L,Test Number,0X0XIKP38LDF,7,477.79,3344.53
N2SHEO89,218JWDLZJC,Y3MK14F6,2023-05-21 03:59:50,02:41:57,Online,XD1M4VM5,UF0FGT77,Natural Arrive,CDU8ISUORZIA,8,203.01,1624.08
BKQQM4HZ,W6KHZRDV2C,AQ3ZA7SX,2022-02-04 03:59:50,07:33:24,Online,VJH02MFS,T0O3LSX9,Population Life,5D7B3Y1UZITD,1,295.59,295.59
88QVERAR,JCLY24P6R1,XK64I19Q,2023-10-02 03:59:50,05:48:31,In-store,495Q9QKB,9HKBWKWE,Half Body,VBKTV68MLO5A,10,246.94,2469.4
W5O6NM6Y,F5KDFJTE6T,RC74BUK5,2022-05-13 03:59:50,09:28:55,Mobile,TRDI31QM,7J4LMIH9,Decision Off,HYQFG69AL0UX,3,104.34,313.02
I7TVUU22,BMYDWVXZ0F,G8RLGDMZ,2021-04-30 03:59:50,20:38:12,Online,B8ECIC0N,R18E9PJ7,Wind Research,47QAYB40G65B,3,256.33,768.99
GLHG4TQD,R8S4CHSKKT,GOEIFLO4,2019-11-10 03:59:50,14:13:59,Mobile,XYTJ881A,KR91Y9FQ,Without Front,DIGLMCAFLRDF,5,295.45,1477.25
99YBMQ12,KI4U6A41EG,UDRGEVQQ,2024-07-02 03:59:50,01:32:48,Mobile,BJ524A7Y,R3AAZPQQ,Family Success,HJW7I2OFC3N3,5,334.58,1672.9
RVPVJ8I6,01LY2WUFAA,BQGWR8B5,2022-09-02 03:59:50,05:48:29,Online,ULUMVOPN,BTNMU8L0,Position Sing,MSW6KKG9AHC3,10,261.47,2614.7
7XRR6YOI,MM55O61HWY,S4QFR8SJ,2022-08-27 03:59:50,08:00:35,In-store,87VJWDFR,2ECN2D1X,Tend Far,WYGZX4MCTUMR,7,392.09,2744.63
UGOSH2MF,3V76PZGRU5,0Y00WMFW,2021-12-21 03:59:50,04:09:28,Mobile,5U1PN8KR,09ZK99DU,Value Box,ZREWT56XDLG4,1,317.85,317.85
LTS546CL,9O63S6LSU7,ZGMYCKCC,2023-01-02 03:59:50,22:13:18,In-store,Q4IGE9TH,2EA85DF6,Bit Sea,SYPJIEG5VUIP,7,247.23,1730.61
E1TKDV2Q,EPBYPM1HI9,5GZ7NIBZ,2023-07-24 03:59:50,22:43:53,In-store,WKRF0GC8,ERQ5X0YW,Many Require,YDRLI0G07PQT,5,69.6,348
KYBVTKTF,DBEEZ87NV8,9JT7XV9E,2023-11-24 03:59:50,02:53:44,Online,ZF93XEW1,RIIPJU4F,Set Foot,NH9PY8MW705I,2,205.19,410.38
ILJQWFT9,C8AHUZS2QG,VLG0YB68,2019-11-03 03:59:50,23:07:20,Mobile,EGIRRGFL,COCWL2TV,Soldier Raise,QO9RD50T8IUX,2,310.73,621.46
6CID9YVC,56Q3A146NN,XZFT86KS,2024-06-21 03:59:50,15:45:57,In-store,9IQ821E5,521KFFW8,Practice Yeah,4174M6I145JY,1,52.96,52.96
LT160P5G,Q7QNUOK7L4,ZI0JMD2H,2021-07-21 03:59:50,07:08:03,Mobile,FY5UPYHR,Z0UODJR5,Allow Drop,0JWL142F0RL6,6,251.52,1509.12
YUDRS5F8,Y5CTJC8LBR,IYIUSFZA,2022-07-12 03:59:50,09:36:08,Online,VDPU90N5,68R19O1S,Exactly Cause,DU04P5BBXQEH,10,72.33,723.3
W4J2ZEAL,OP4IG32DIY,HHMQTUAQ,2022-01-11 03:59:50,02:07:22,Mobile,ZMGJJI7Q,5KF133OH,Film Much,9F6NGHG0IYFS,9,492.27,4430.43
2O5R7C2Y,IULD3E5PYR,7ZWHE0PO,2023-01-20 03:59:50,16:01:35,In-store,NYE9VTZ3,A9ZE9FDI,Total Street,BRVTLR8UG8NL,5,404.83,2024.15
BDXZGNCS,XW89KTKSEV,1JKETSAW,2024-02-29 03:59:50,10:48:16,Mobile,AMYCNQBN,T5QLVV5Z,Policy Central,6CI1VN3HM9L9,10,135.4,1354
W2U0OZXE,QZGJJ9RGLR,W2H3SCSL,2021-01-15 03:59:50,14:31:09,In-store,F6PRIRZV,WO35L0TN,Describe Measure,UF157ABVLRTE,7,419.77,2938.39
7XEYIREU,HA2Z1COLD1,LJKG16QK,2024-04-20 03:59:50,04:49:38,In-store,OZKXMZPF,SZ7M77MH,Kind Summer,LJHGZ3TN27EA,6,301.8,1810.8
8M1GKYB2,9O1KVP9JAP,B4C9FOWR,2023-08-20 03:59:50,15:09:24,In-store,B1D99PJK,KHSIRTJJ,Federal Feeling,83HF1Z25S832,7,244.85,1713.95
D000UIJW,RGZS4NDIBY,EPMURCTI,2019-11-03 03:59:50,11:10:45,Mobile,SGVCBOTC,029HGEIX,Determine Price,AHLJIYIWGFB3,1,396.66,396.66
AQ5F5TRW,Y98XV0YK5P,JNI7NMH2,2020-11-08 03:59:50,06:27:15,Online,EZ4SOXIF,HVLK1PWO,Social Policy,PGHD20EA2YP3,5,66.97,334.85
S1WTEUWS,C509JJ6UEP,ZSPNIBYL,2024-01-18 03:59:50,00:33:23,In-store,HE1DMQYX,E7G4U30B,Human Find,1NWJMY6VNFU1,7,482.81,3379.67
LFTPA8ST,2FC63SSG71,JY5RDEQW,2022-09-29 03:59:50,05:20:12,Online,BPWGPV3U,3M1JPC9P,Record Nice,DO0C3DWD01S1,4,151.96,607.84
NDMI2VHL,7IM27CZRCR,65FUINQ1,2024-01-03 03:59:50,19:35:26,Online,2DUQKSJE,EGRDF850,American Likely,PKVFG9CGFWAK,5,204.48,1022.4
EKI845FZ,A3E3SMZKKK,MSO3ON7K,2022-01-25 03:59:50,16:34:34,Mobile,4YG55LQB,NYHLYXD9,Right Chance,WURJDH9C9WCK,9,93.72,843.48
IMEH6YVF,KA0DCA4TFI,HYBTHK8X,2023-04-17 03:59:50,22:46:12,In-store,9X15UDLJ,4XQUMV3P,Discuss Red,0ROIIS7499FX,2,112.97,225.94
70RW637T,JS4LXJH42C,JGYL12V9,2022-06-06 03:59:50,11:37:22,In-store,72XXE36O,PYR50QUG,Computer Its,8A1M68I7X2LR,2,104.9,209.8
8BSANNU6,Y73ZXPY4R8,7OZWN3FM,2022-06-20 03:59:50,08:40:17,In-store,6449CJDD,Z047QH4O,Under Behind,4NJUIK81AJT0,8,159.02,1272.16
JBDGFREP,DY04CHU17B,3WF8CWFH,2023-01-30 03:59:50,21:42:01,Online,Q0JZPHHM,1TV46B0K,Stay Evidence,F1W1KD5MYCP1,5,146.44,732.2
GTURW5J3,7YPFMV0W9A,I3VLF4B7,2019-12-09 03:59:50,07:00:29,Mobile,QQJG954C,KSYBC8F5,Laugh Republican,5E26AR297F4O,1,88.97,88.97
E4VWXZR3,5YJ8XWK19X,IJAZP64R,2022-05-16 03:59:50,19:10:50,Mobile,DFCNNXY5,8VCNUGI5,Security Record,QYBABJHTT7XI,3,330.68,992.04
K5230L30,UTP8KZ9UVL,IEBTK287,2020-07-15 03:59:50,04:53:53,Mobile,WDYSW2H4,MMDO8MYZ,Old Sister,SLMJ6UVYRNBL,1,449.22,449.22
0I2GIQFO,PGPWB52M7I,UMFA5WK2,2022-03-03 03:59:50,23:32:51,Mobile,CHHXPDPS,SFRDPMY1,Support Without,HD8RUCNMHSRI,1,132.72,132.72
0GD9OPTD,OXZOH2HWRF,PI0GIPHL,2020-11-26 03:59:50,14:15:46,Online,TYNCOQ4Z,NN0N26J3,Parent Behind,DLNRMDNUQ17N,5,313.97,1569.85
MNIYDWLG,S3LMQG3CKP,IGZE8L0J,2020-08-08 03:59:50,03:58:58,In-store,WVH98A8M,39QX8N1V,Enough Consider,MUFJKD5SICTQ,5,464.47,2322.35
CC04VUAJ,A90QV9FJ5F,7S6BBDCF,2022-06-26 03:59:50,20:20:41,Online,X3WQPXL2,F6EY8TE6,Size Speech,STYUP5YYSLFO,1,336.2,336.2
BIZX1HZ2,OFY71E1EC3,W191MXF8,2022-03-15 03:59:50,06:39:48,Mobile,75MVHIO8,TM41U8YR,Kitchen Father,3SZZ5GAQN83V,7,292.55,2047.85
BFP593O0,4EH0887LBJ,WOZ87JO5,2020-08-18 03:59:50,02:40:02,Online,J997R3SC,TPBO8B4L,Environment Coach,B93JA8XPGW2T,2,459.26,918.52
YM5TC3UB,495A3VZ1RF,AR0RBQFR,2020-03-31 03:59:50,05:47:25,In-store,DTAUXRC6,ZJSSCJNH,West Really,WCT3KZES3C1V,9,335.24,3017.16
ZD6E1T63,UAESO0XOQ3,PO3321Z0,2024-01-30 03:59:50,22:18:28,Mobile,X2ZH09F3,A0M9BD8T,Ever Democrat,T5AA5U40A6HO,2,177.15,354.3
30JIHUFI,U01FK3867T,AZKGS4CU,2024-07-18 03:59:50,20:38:05,In-store,1UJT7RNA,SZZKH0NO,Expect Behind,ZX5CFOFSHRJ8,2,447.04,894.08
4HQSWZD1,VZGNVIUCZU,DEI0FDB9,2020-06-27 03:59:50,13:36:17,In-store,AT484MU9,CFBVGID2,Green Live,RURDT989UP07,5,125.85,629.25
HKU0HS23,NU76AKYHTZ,JB8PETHV,2022-03-30 03:59:50,15:39:02,Online,175PAL0J,2G7KA0IT,Price Quickly,NQX2G2B2O2HA,2,497.59,995.18
9L4Q1ZKP,H2HW2YG9KT,3TTUMQUT,2024-07-18 03:59:50,16:15:18,Online,VHI94JS8,87SDD7FO,Across Trip,EXXT2UGZXRC7,2,208.44,416.88
0NRLN0LV,7F38C0ZWEQ,DH2EL5V5,2023-04-17 03:59:50,23:08:38,Mobile,E1W6NZFJ,M91GPV5N,Cause Kind,8QXF1I5M61FF,8,128.22,1025.76
XA5QCEWZ,DHIC2FWEVW,SQA29N0S,2020-08-13 03:59:50,17:51:23,In-store,NKXMSUDQ,C0L0E5UR,Decade Radio,PI5WWULIK2OE,7,305.14,2135.98
TS3O9BDD,W44SJF3BWX,NH3I4HT6,2022-10-19 03:59:50,02:43:34,Mobile,HGN6S9D3,NW2JL3YE,Say Air,3JDU3DPUUU78,9,270.29,2432.61
9ZE3YVBS,K3CE0JY7KS,LK5KF14M,2019-10-23 03:59:50,16:15:51,In-store,L5RIW406,ZW6NLLGD,Be However,BU2X3XBGATO1,2,100.28,200.56
I3ZOA5C7,8VTMH3L0GG,OU1GN8R2,2021-04-01 03:59:50,05:45:30,Online,5QRRP7ZF,S99FIEJU,Mrs Full,KEHWQ3VW3YGW,7,125.44,878.08
UO54C2UU,9MCGOG02L4,UUDBY6AM,2021-12-18 03:59:50,13:27:12,In-store,X5Z1Q0OD,BQF8BR4P,Kid Society,9WGOS6W2HMAJ,5,347.39,1736.95
W9U68BYI,ZN83W08AGO,YXU30BZ9,2023-05-24 03:59:50,01:22:32,Online,WIOXV880,Z047QH4O,Under Behind,4NJUIK81AJT0,4,159.02,636.08
SDRO0UNS,8OXP91WUD3,K57291EJ,2023-02-07 03:59:50,03:47:02,Mobile,IYPV22ZE,2G7KA0IT,Price Quickly,NQX2G2B2O2HA,10,497.59,4975.9
G6D772H8,BG4IZQGKD5,JDKD6R8W,2021-11-30 03:59:50,23:21:56,Online,83OY05YT,O4KFSXQM,Employee Possible,A608EEZQFBV2,7,82.73,579.11
UGTGK47Y,OOVHLFA9DE,XZ79U7NR,2021-02-25 03:59:50,11:21:20,Online,EEB651GP,MCR9LYZ9,Memory Where,KR3VSBWVKHFR,9,476.52,4288.68
OGYL85W5,YHXCQ2M66O,PE8KUQBA,2020-12-24 03:59:50,16:22:38,Mobile,9XUCYVWS,YNDMHEPF,Call Behind,QZY1VPEMZCKL,1,236.81,236.81
6LMN9Q79,AZE9938QR8,KE5L5DI2,2024-04-21 03:59:50,00:03:24,Online,8SJVPUHN,JRUQRVFK,Stage Court,TAOU7O3LDXV4,6,381.05,2286.3
4CWMDEQW,2DCWUKCLJO,O11Z7P5G,2020-07-27 03:59:50,22:21:25,Mobile,R3M6ATNT,MMDO8MYZ,Old Sister,SLMJ6UVYRNBL,10,449.22,4492.2
R6UUZ4K2,MPA6DJ8PEI,1P1XSHBM,2023-05-29 03:59:50,10:10:19,In-store,KZOP8961,OZ4G743D,Although Common,WY1V8ZH5L3Z0,1,387.14,387.14
JMY7TCD6,9XCVMMBNV0,1ZAWEQQN,2023-03-10 03:59:50,14:48:26,In-store,RFJOQZ5Z,CJZ2H80L,Pick International,5XZX1GCJ2Z5M,9,405.72,3651.48
0FXO8KJX,GACBPK31LN,I25PTO8C,2023-03-18 03:59:50,13:01:29,In-store,S9K13JBO,UXQKHE1C,Cultural Identify,69L96GYLO2IL,7,251.93,1763.51
LNA8A9JK,7Y05O8HLFS,8C6ILET4,2023-05-18 03:59:50,18:42:31,Mobile,A8QA938X,ODFLTV0U,World Beat,Y8WCJ0NHDFUU,8,234.85,1878.8
Q6BCYCML,ZBJYLLMMF2,Q7IKLEDA,2022-11-10 03:59:50,06:58:10,Online,3FSW9OKI,Z608CCPR,Toward Like,7940MM5DBGLW,5,11.14,55.7
1WA82CUG,WPZTY84Q3Y,GX0QEY1J,2022-07-14 03:59:50,03:34:31,In-store,DR7XJ34D,U6SRVE2D,Night Require,27O1AHRR14H0,9,216.4,1947.6
VTTQ6IYQ,KRFECFHX8D,VWBNVGCN,2024-01-11 03:59:50,00:41:58,Mobile,GWL0QQMH,4NM862ZT,Much Program,3U3HLNFJYEW3,5,323.85,1619.25
IQJPLODP,LLQZBWPH69,M0UXVZ4G,2021-09-24 03:59:50,20:16:25,In-store,JT9439XR,W1MARLMN,Gas Per,7A8IUBRJGI9X,9,91.57,824.13
D41TOPOX,0N0Q5G49A7,W3TF5L6Z,2020-05-24 03:59:50,23:56:32,Mobile,PT9SH537,97ITR7CC,Mind Candidate,VSZ4XE5XYUJ9,5,230.19,1150.95
LJV88Y3L,HFDK7D1J9J,KL0J0C8F,2021-06-12 03:59:50,21:52:02,Online,RUOENFNO,WGUAGDWT,Later Sometimes,97X5XPS74BP5,8,51.37,410.96
I9GN5NLU,D3VZ5W8YVR,9VP1EYAN,2019-12-20 03:59:50,07:56:28,In-store,SLJAJSRS,EF8AO40N,Manage Interview,NOSVTDD0TVNT,2,194.49,388.98
U4J81JS1,2XDOVQY982,5ZD3VCVU,2021-12-06 03:59:50,09:44:20,In-store,H9IWMDQ2,X07DGSUV,Action Option,SJGYIY7DB2TR,2,350.9,701.8
