,SaleId,TransactionDate,TransactionTime,InvoiceNum,SalesChannel,QuantitySold,TotalAmount,CustomerId,ProductId
4907,WMRF9A37,2023-01-20 03:59:50,19:02:13,352MK7YI,Online,8,,,
4908,O4B6PJ6O,2020-03-18 03:59:50,11:24:36,ETHEHNLK,Mobile,10,,,
4909,MGCI6YNW,2022-05-03 03:59:50,22:29:34,5BRZPFRW,Mobile,2,,,
4910,Z5WUTZ1E,2023-05-31 03:59:50,21:34:59,VK6T8K5P,Mobile,3,,,
4911,SXP425AF,2020-05-30 03:59:50,12:35:24,8UJMK60I,Mobile,8,,,
4912,6J10WUGX,2021-11-22 03:59:50,14:39:34,0Q0RLDXE,Mobile,3,,,
4913,3MFFZ3Y9,2021-01-17 03:59:50,02:26:17,OIHNMC62,In-store,6,,,
4914,XUGN7W5J,2024-04-25 03:59:50,02:54:01,K6ZVN14T,Online,3,,,
4915,U7ZYCR9V,2022-11-24 03:59:50,06:56:46,JRZ8V54Y,Online,2,,,
4916,T0ZAP2JG,2024-03-02 03:59:50,04:13:26,GOQV64GP,Online,5,,,
4917,7DEQ246O,2021-05-07 03:59:50,10:21:25,LNCEXWZZ,Mobile,7,,,
4918,Z0Z8VNXY,2024-03-12 03:59:50,14:52:20,W9G3KA2F,In-store,9,,,
4919,XG16X4A7,2022-08-20 03:59:50,17:24:33,K7UZ5K8C,Online,4,,,
4920,NVLEMDW6,2022-03-20 03:59:50,01:05:00,PIJVWAE0,Mobile,4,,,
4921,GFM8WA83,2024-05-02 03:59:50,19:42:03,8WG3118L,Mobile,6,,,
4922,A9WSLHEW,2021-10-15 03:59:50,17:37:14,5G3VSYOT,Mobile,10,,,
4923,54RSMHRS,2022-02-06 03:59:50,01:51:31,1TLLHOAR,In-store,8,,,
4924,W08O5J3I,2024-04-28 03:59:50,03:43:21,4UN712L5,In-store,6,,,
4925,AH3L5ZNG,2020-10-16 03:59:50,20:26:34,QADKPRHN,In-store,2,,,
4926,SRH3GYKU,2022-05-08 03:59:50,23:18:42,X1AKBRSQ,Online,8,,,
4927,C8TX3AAU,2023-02-12 03:59:50,17:02:57,4OM689L6,Mobile,9,,,
4928,U1HDBGLF,2022-04-24 03:59:50,10:06:10,B1Y18CJD,Online,5,,,
4929,GAWADAC4,2023-09-18 03:59:50,01:51:42,AO1IZS3X,Online,5,,,
4930,1UKVQZL4,2021-06-09 03:59:50,17:54:05,I96FSGH2,Mobile,6,,,
4931,HK6SPV2W,2021-01-09 03:59:50,07:02:07,355P7HNH,Mobile,3,,,
4932,XEX1ZZDI,2021-11-03 03:59:50,01:45:10,E4IDJYXM,Online,5,,,
4933,OED7WLZ7,2023-03-19 03:59:50,08:36:39,7DKF2GRS,In-store,8,,,
4934,K047DB5R,2023-01-01 03:59:50,08:28:41,HQK1PO0C,Mobile,4,,,
4935,GV2YAGFO,2021-07-06 03:59:50,15:03:42,EWIAEQAZ,Online,8,,,
4936,8H1447T5,2023-06-18 03:59:50,09:45:38,27GFCJ92,Mobile,2,,,
4937,963D8V0H,2021-10-09 03:59:50,15:39:20,EIPYFUGF,In-store,3,,,
4938,DSUOJ16P,2021-04-26 03:59:50,20:55:56,0VT9UFB7,In-store,5,,,
4939,KPI667RJ,2024-05-23 03:59:50,04:28:21,LVGNUT6R,Online,5,,,
4940,XVRT5NZW,2024-04-10 03:59:50,02:41:06,E20MC8J1,Online,3,,,
4941,S6ZGX87C,2020-05-08 03:59:50,03:34:18,YPBMAW93,Online,7,,,
4942,ZE7AP4TD,2023-07-12 03:59:50,00:38:24,8NOOHSJ3,Mobile,8,,,
4943,7OMYPWAE,2021-08-30 03:59:50,12:26:21,RNOXY91J,Online,10,,,
4944,NOANC6JD,2020-03-22 03:59:50,07:13:58,AM6DZYTX,Mobile,10,,,
4945,HJ31BYNX,2021-05-29 03:59:50,17:22:34,CE03T7IS,In-store,4,,,
4946,XTYXY5RL,2022-01-15 03:59:50,13:39:56,F64K62UM,Mobile,2,,,
4947,QO4QDU4P,2021-08-08 03:59:50,16:21:35,RETFFM86,Online,2,,,
4948,J77E5ZKE,2022-10-04 03:59:50,17:49:56,K0AIFEKJ,Online,1,,,
4949,I7ONRXPL,2022-06-17 03:59:50,05:53:23,6B5ED8GA,Online,2,,,
4950,YWQXXCKV,2023-04-10 03:59:50,14:56:12,1MXB2PQC,Mobile,7,,,
4951,GNO48EV1,2020-07-23 03:59:50,08:49:59,WZ3SCJ8H,Online,9,,,
4952,06LRQFRR,2020-04-28 03:59:50,07:24:10,36G1NV7I,Mobile,5,,,
4953,REQRAYKB,2022-05-14 03:59:50,20:52:34,0V1P20YZ,Online,10,,,
4954,DVQ4KL0K,2023-08-14 03:59:50,00:30:08,HLLOLR4X,In-store,10,,,
4955,V8G12G03,2023-09-04 03:59:50,08:49:56,4HCZCWQF,Mobile,8,,,
4956,EV79XNVP,2021-10-08 03:59:50,22:41:29,P7S4D7QD,Online,3,,,
4957,GTX3U4GX,2020-05-26 03:59:50,06:32:52,SJ03NQ5Q,In-store,9,,,
4958,GLK5XDP1,2022-08-31 03:59:50,20:14:18,NVTQN6W4,Online,2,,,
4959,FRA3502M,2021-06-25 03:59:50,08:47:05,4XL5905M,Mobile,7,,,
4960,US3ZLDZF,2021-03-15 03:59:50,15:24:11,KSG5LJUU,In-store,4,,,
4961,83CDP0B0,2020-03-12 03:59:50,16:59:34,MR5E9CBX,Online,2,,,
4962,PE35Q9E3,2020-09-14 03:59:50,11:28:14,YY8EW7WP,In-store,6,,,
4963,HQL7IXMC,2022-01-29 03:59:50,01:01:05,HCO0V0EZ,Mobile,6,,,
4964,RVXU69U2,2022-05-10 03:59:50,08:59:38,TSEWYRCH,In-store,10,,,
4965,3Q0EXOX8,2022-02-13 03:59:50,02:14:02,UZB8B7CM,Online,2,,,
4966,LNQV6DF2,2023-12-03 03:59:50,16:53:43,M3VFUPRW,Online,9,,,
4967,P7RO7GVO,2022-05-09 03:59:50,14:53:27,7NGK1PSK,Online,4,,,
4968,MU6V6XPG,2024-02-05 03:59:50,02:41:07,GNOX0R8I,Online,2,,,
4969,GV093WXI,2020-09-25 03:59:50,11:28:27,XBUNREH0,Mobile,7,,,
4970,JJLE286J,2021-04-23 03:59:50,11:32:55,F56PY9DZ,Online,5,,,
4971,66KUH2BY,2023-09-07 03:59:50,07:58:20,17LJELV5,In-store,6,,,
4972,2BHXJ6E6,2021-07-17 03:59:50,02:56:35,CLP6XPN7,Online,7,,,
4973,ZOCIK153,2022-05-20 03:59:50,05:12:50,LYE07R0Z,Mobile,3,,,
4974,ZQI4Z3QV,2023-01-13 03:59:50,04:29:44,MIWXYIKX,Online,1,,,
4975,TAQ1BKM1,2023-07-18 03:59:50,13:37:31,KGZG5Q5F,Online,3,,,
4976,JOJPZ2V0,2022-10-06 03:59:50,15:35:14,9WZ43MC8,Mobile,3,,,
4977,Q2OS3JP6,2022-10-20 03:59:50,00:36:25,H8NCC2TW,In-store,5,,,
4978,99XV388V,2020-07-20 03:59:50,22:33:09,A7HI08EM,Online,6,,,
4979,T39G4STE,2021-10-23 03:59:50,05:54:00,VUQ2XTR0,Mobile,4,,,
4980,WU09TP0I,2023-08-01 03:59:50,07:24:10,DLYGBSQJ,Online,9,,,
4981,A2PBPWNR,2020-07-15 03:59:50,04:28:53,EF1CTV82,Mobile,3,,,
4982,5E7TP05N,2023-04-11 03:59:50,17:20:33,CHTRRVQI,In-store,6,,,
4983,ZM1L2AF7,2021-05-15 03:59:50,15:28:30,92Z6LJFR,Mobile,2,,,
4984,0A7YFJHV,2020-09-21 03:59:50,07:54:54,8GAHQ9NF,Mobile,9,,,
4985,U2TXZ5SI,2019-10-14 03:59:50,13:20:39,KZW809NB,In-store,5,,,
4986,URITEOS8,2020-02-03 03:59:50,14:08:30,CM4ND8S9,Online,6,,,
4987,FX4ZVRWT,2022-06-20 03:59:50,14:03:05,79PT0V5K,In-store,6,,,
4988,3C071QLR,2023-01-18 03:59:50,10:43:17,FCK7TL8D,Mobile,8,,,
4989,5KERO6ZN,2020-05-11 03:59:50,19:22:14,VIHYLE9N,Mobile,8,,,
4990,T8V74RHL,2022-06-16 03:59:50,13:46:24,E6KX1O4K,Online,8,,,
4991,ZJB1VNTJ,2023-02-25 03:59:50,10:30:55,PP9T0OZM,Mobile,2,,,
4992,0VMZ1RCD,2022-11-03 03:59:50,11:11:15,SCH3J82Q,Mobile,4,,,
4993,XT5BRZLZ,2020-05-31 03:59:50,03:48:05,EG7P969H,In-store,1,,,
4994,BN6VWPLS,2024-07-19 03:59:50,07:30:09,K7OLF6YA,Mobile,7,,,
4995,VW1NVE6T,2021-02-09 03:59:50,06:21:21,G7JF8R8S,In-store,6,,,
4996,CIP0CJAX,2019-11-26 03:59:50,21:58:58,6XY05MKA,Online,8,,,
4997,COGO7901,2022-12-16 03:59:50,09:44:42,CVIGEECZ,Mobile,1,,,
4998,2ZOZ23Z0,2023-05-17 03:59:50,01:49:58,AD778JKU,Online,3,,,
4999,LQCA2UOV,2022-03-30 03:59:50,14:19:16,891CCLYF,Mobile,7,,,
5000,GDRLVECG,2022-08-07 03:59:50,14:49:16,TROSKSZ3,Mobile,6,,,
5001,ZWPOR0N1,2022-05-27 03:59:50,19:05:24,ZQJGYGXR,Mobile,4,,,
5002,PCCXRUT6,2023-01-03 03:59:50,00:36:22,D8ZKZTJE,In-store,1,,,
5003,IBK1TG0N,2023-01-01 03:59:50,11:02:39,Y1IEO1GS,Mobile,10,,,
5004,D8BSXI4K,2023-06-29 03:59:50,16:57:45,E1UVIKMB,In-store,1,,,
5005,WIVL4HKW,2024-06-07 03:59:50,07:48:08,MF9IWDMQ,In-store,2,,,
5006,YP1CCC9D,2022-03-20 03:59:50,05:17:42,A28ZBX8R,Online,4,,,
5007,IIZVZG8T,2020-03-05 03:59:50,21:09:22,EQG9A9PM,Online,8,,,
5008,KZR3UZR8,2020-11-21 03:59:50,16:55:37,Z65B5QY0,Online,5,,,
5009,NNZXH370,2020-02-25 03:59:50,17:36:19,1ZN3I7YS,Mobile,7,,,
5010,SHGXW48P,2023-03-31 03:59:50,19:13:40,MXVWDG00,Mobile,1,,,
5011,NJ0IFVL0,2021-01-09 03:59:50,00:42:14,XO1RPLS5,In-store,8,,,
5012,IVLITBYL,2022-01-19 03:59:50,09:48:49,CNFWZ2RP,Mobile,7,,,
5013,AB6M4J1G,2023-04-30 03:59:50,23:10:57,0P7UVOHU,Online,5,,,
5014,4PP8L9YJ,2022-11-26 03:59:50,08:28:55,2HXYAHEE,Mobile,5,,,
5015,7DS31EMX,2022-06-09 03:59:50,20:42:46,9SLQKF5O,Online,3,,,
5016,I4H3W21M,2023-04-22 03:59:50,13:17:59,ISJRKCVM,Mobile,1,,,
5017,ASDYMOKZ,2024-09-26 03:59:50,17:34:03,9PDPF6GH,In-store,9,,,
5018,JHCIISGA,2023-11-02 03:59:50,22:12:47,PVG13J5F,Online,9,,,
5019,WBZMOSGP,2020-07-01 03:59:50,08:51:30,ZRVSVCVW,Online,6,,,
5020,7ZEMOBPK,2020-11-02 03:59:50,12:43:30,8JCYQYSL,Mobile,3,,,
5021,CFEIDD8E,2021-04-30 03:59:50,10:48:52,YUP14FM5,Mobile,3,,,
5022,GRRM7354,2019-10-12 03:59:50,15:56:45,V4DLW22M,Online,8,,,
5023,2T4AMEWC,2022-08-20 03:59:50,12:15:38,2EO9ZUQI,In-store,8,,,
5024,0QRLLTQL,2019-10-19 03:59:50,07:49:34,6VX2I4U1,In-store,7,,,
5025,563MQCUR,2023-06-26 03:59:50,07:12:17,GLJGWJFD,In-store,9,,,
5026,8EAX9PLR,2024-04-29 03:59:50,19:21:09,47DPB4N0,Online,7,,,
5027,69ZZMBM2,2020-11-09 03:59:50,15:41:46,X8JJSRLF,Mobile,6,,,
5028,RB6YON8R,2024-05-22 03:59:50,19:04:49,GQL47GPG,Online,9,,,
5029,0X81J5IK,2023-05-20 03:59:50,03:07:27,NC5VK4R0,In-store,4,,,
5030,FI9T5ZMH,2023-03-25 03:59:50,06:30:07,BFUXA4QY,Online,4,,,
5031,X8XIQ7T4,2020-04-24 03:59:50,08:38:37,O4IFE3KF,In-store,5,,,
5032,E7DJ90PG,2024-05-17 03:59:50,01:19:13,0GEQFKEA,Mobile,7,,,
5033,RNO0W4CP,2023-04-13 03:59:50,19:53:19,E9W78RZV,In-store,3,,,
5034,LA3DC6RP,2019-10-21 03:59:50,03:31:04,Q5L2MAQK,Online,3,,,
5035,717UQWJO,2020-09-04 03:59:50,18:26:30,2PY3GDR7,Mobile,4,,,
5036,VU6T665L,2024-01-05 03:59:50,23:12:58,MLYD00XP,Mobile,8,,,
5037,SF6W26ZV,2022-01-28 03:59:50,16:35:22,8TTXVF4S,In-store,6,,,
5038,PZWRJPMQ,2024-05-25 03:59:50,19:54:05,PL68Y6PC,Mobile,6,,,
5039,JEV2UMNR,2024-04-11 03:59:50,19:32:43,BL1G57B4,Mobile,5,,,
5040,SJLIA0ZE,2020-03-28 03:59:50,21:25:48,1RMSM0HP,Mobile,10,,,
5041,4FZXK3HH,2023-10-26 03:59:50,17:10:14,5P4VOYXL,Online,7,,,
5042,9PRUUJMZ,2022-09-22 03:59:50,06:31:38,IQW8973X,In-store,10,,,
5043,4B8PIXUQ,2022-12-26 03:59:50,16:49:19,PWZ9IBGK,Mobile,10,,,
5044,WKRT4JMN,2020-09-01 03:59:50,03:35:25,RPF8PJ58,Online,2,,,
5045,6R7RGXLN,2019-11-12 03:59:50,20:51:33,PSA66WSB,Mobile,5,,,
5046,BAMIEELF,2021-04-26 03:59:50,06:53:02,4JM7KH5B,Online,2,,,
5047,G09AIZRJ,2022-03-28 03:59:50,08:49:26,W2OPVTF9,Online,6,,,
5048,CP8VTGPU,2023-03-31 03:59:50,22:59:39,LNXD44S8,Online,5,,,
5049,RUD7J2Q7,2021-08-27 03:59:50,05:50:22,JM1TAOF5,Mobile,6,,,
5050,SN121CUU,2022-03-30 03:59:50,07:21:08,QPBMR6T1,Online,6,,,
5051,DHVOX4LH,2024-03-19 03:59:50,08:29:57,ZOJ3PCY3,Online,1,,,
5052,OITQSLH9,2021-12-16 03:59:50,08:37:21,DGS4ACPV,Online,4,,,
5053,TV7IH81D,2024-09-02 03:59:50,20:15:52,HRWDXFEQ,In-store,5,,,
5054,1TLL5U80,2024-07-31 03:59:50,17:29:33,IJVB4E4E,Mobile,10,,,
5055,01DQ9DZ1,2023-01-08 03:59:50,00:07:18,U0XQH344,Mobile,8,,,
5056,IEGS0IEQ,2023-10-28 03:59:50,22:00:20,EQXU5L3C,Mobile,3,,,
5057,5K6OZ3I8,2020-07-13 03:59:50,03:54:01,EZJLQS63,Mobile,10,,,
5058,GNFZL4CK,2020-04-25 03:59:50,22:46:12,UWF8B683,Online,9,,,
5059,4BVQA2LY,2020-05-31 03:59:50,21:00:41,SIMGKA5W,In-store,9,,,
5060,ZAK6EKVG,2022-03-10 03:59:50,21:28:23,WZ5O4LER,Online,5,,,
5061,80M19KPZ,2020-02-18 03:59:50,10:38:49,Q2KMPQWY,Mobile,2,,,
5062,PG1VRJX0,2024-07-01 03:59:50,19:55:11,SPU0JOIQ,Online,7,,,
5063,8EK8VY34,2021-01-22 03:59:50,01:32:00,WO0JG7SA,Mobile,9,,,
5064,6F5CEPTU,2024-04-23 03:59:50,08:55:50,Q3SER9JQ,In-store,6,,,
5065,HVPP64YY,2023-04-15 03:59:50,23:28:36,4M29G3RB,Online,7,,,
5066,O8SRV0GO,2022-04-28 03:59:50,05:18:36,NG5QT1ZE,In-store,9,,,
5067,VOJZ63HQ,2022-06-26 03:59:50,16:40:23,XQ5V6FVK,Mobile,1,,,
5068,74BDLNMZ,2020-02-19 03:59:50,18:59:27,259Z6I8D,Online,1,,,
5069,88KYC1D9,2022-02-22 03:59:50,08:42:07,DGSUBHA4,In-store,3,,,
5070,CI05UZDS,2021-06-19 03:59:50,23:02:50,9ER0K5GK,Online,5,,,
5071,AUMSPEJ0,2022-05-20 03:59:50,02:53:55,SE95K0DC,Mobile,10,,,
5072,2TU56VG0,2020-11-03 03:59:50,02:10:44,I93TZSZZ,Online,2,,,
5073,SXTE7PLT,2020-10-19 03:59:50,17:01:00,3PLOELXC,Online,2,,,
5074,7A6LRTXV,2020-07-21 03:59:50,21:50:36,WTOFAVHQ,Mobile,8,,,
5075,C5ORVZQZ,2020-02-20 03:59:50,21:46:33,C1C02IGV,Mobile,4,,,
5076,OWU392I3,2022-09-25 03:59:50,10:10:49,0JT7ZGV7,Online,9,,,
5077,U5IF01N7,2024-02-11 03:59:50,11:57:42,HLJV67L2,Mobile,2,,,
5078,6LB0SVBN,2020-08-17 03:59:50,18:51:56,YA4SUW0K,In-store,10,,,
5079,0LUDZEGR,2021-05-09 03:59:50,01:36:02,3MBVV9UU,In-store,2,,,
5080,BPYFUEEC,2023-11-14 03:59:50,15:04:20,6MXWROY6,Mobile,10,,,
5081,314KUTH2,2020-11-13 03:59:50,06:38:40,RG0P6QYV,Mobile,9,,,
5082,PXHPQ8VB,2020-09-01 03:59:50,12:38:04,C2VAMEZB,Mobile,3,,,
5083,MJIEGEXF,2019-11-20 03:59:50,11:12:02,3H8YN4JA,Online,5,,,
5084,ANYWEGTQ,2024-05-23 03:59:50,02:14:31,048S3P02,In-store,9,,,
5085,05SAI11K,2024-02-09 03:59:50,12:56:37,R9BFE043,In-store,6,,,
5086,P9M604N1,2024-01-23 03:59:50,06:58:48,XYUCITRI,Online,8,,,
5087,1KJ92DU1,2024-06-14 03:59:50,12:29:11,SUABK71K,Mobile,10,,,
5088,RWOZH6CX,2024-03-07 03:59:50,11:25:07,PRJLDPVL,Mobile,10,,,
5089,VE00KA41,2020-04-30 03:59:50,23:32:07,0N581D72,Mobile,2,,,
5090,ENCLP1T4,2020-07-12 03:59:50,21:19:03,WMZ8F7RX,Mobile,6,,,
5091,9OAOE6L2,2022-09-17 03:59:50,23:43:46,MSEAOCV1,Online,5,,,
5092,OAZ1YCET,2024-09-20 03:59:50,08:25:06,3ZIXJPOG,Online,5,,,
5093,5QWYJSOK,2024-07-27 03:59:50,16:35:10,OWDGOADE,Mobile,2,,,
5094,B4AEOAIZ,2020-06-08 03:59:50,05:21:01,936MRDPT,Online,9,,,
5095,8DEPS2LW,2023-12-14 03:59:50,07:55:20,7Q6P18YO,In-store,5,,,
5096,VCSFADCU,2022-01-20 03:59:50,19:09:00,1NY94T8H,In-store,10,,,
5097,6M6IMZU6,2020-03-09 03:59:50,15:58:02,LSERQUX1,Online,4,,,
5098,4X87HW8E,2020-07-15 03:59:50,00:59:49,S3O17YF2,Mobile,8,,,
5099,FCPK2RU6,2020-11-25 03:59:50,17:36:52,IQN4IIVC,Mobile,6,,,
5100,XY7UWVEI,2022-08-25 03:59:50,09:43:15,OV44WVXV,In-store,8,,,
5101,LB9BQGEX,2020-07-15 03:59:50,09:08:48,GVNRFUSZ,Mobile,4,,,
5102,KG0RT1E7,2022-05-27 03:59:50,08:51:21,NHILEEHB,Online,1,,,
5103,PRNJSDAM,2023-08-21 03:59:50,18:51:58,LBOBOF11,Online,7,,,
5104,GQFSUG38,2023-11-20 03:59:50,17:24:38,W0067ABO,Online,5,,,
5105,18WZGELG,2024-07-19 03:59:50,22:01:32,FAULIXWV,Mobile,6,,,
5106,TSBB0TTJ,2021-10-07 03:59:50,02:46:59,299GDJYR,In-store,3,,,
5107,C5F7WG9K,2023-04-29 03:59:50,07:52:18,78UF00BF,In-store,10,,,
5108,9OO7NJ1W,2021-03-29 03:59:50,18:10:49,DNR98FW3,In-store,7,,,
5109,RI3T41ZN,2022-09-16 03:59:50,17:20:19,GX0APL1L,Online,10,,,
5110,BN0YZHAZ,2024-08-12 03:59:50,04:41:41,D8OUC3KJ,Online,3,,,
5111,ARK1CMD5,2024-07-30 03:59:50,07:07:54,LDIH3R94,Mobile,1,,,
5112,7UYOCLIV,2023-08-12 03:59:50,16:11:40,F80IIGGG,In-store,2,,,
5113,X0KY0A8O,2023-08-30 03:59:50,15:25:56,PSGWRHG3,In-store,6,,,
5114,5I5J5P26,2020-02-20 03:59:50,06:28:46,RR31ALY1,Mobile,10,,,
5115,O8KEM3MT,2020-09-16 03:59:50,15:26:13,KYMTV5FM,Mobile,9,,,
5116,LHXB7KQK,2023-03-10 03:59:50,04:51:48,6MN8LSMN,Online,10,,,
5117,DMUID362,2020-05-12 03:59:50,00:46:43,LZD7K9KC,Mobile,8,,,
5118,MNAUN8L8,2021-10-16 03:59:50,06:19:19,PODP2MMT,Mobile,1,,,
5119,4N1EO33J,2023-05-10 03:59:50,12:44:10,1B9U51CG,Mobile,4,,,
5120,OT5N25CD,2021-01-22 03:59:50,18:16:43,EQD9KKHG,Online,3,,,
5121,XO40HE4O,2023-12-29 03:59:50,10:10:06,OK2J9PAN,Mobile,4,,,
5122,VQPVXGHH,2021-11-06 03:59:50,04:01:52,7UYXCKU3,In-store,5,,,
5123,0233RLEI,2020-05-07 03:59:50,17:32:55,SN9Y4KI3,Mobile,4,,,
5124,MJX5E9FX,2022-10-12 03:59:50,13:12:00,FNBRM55Z,In-store,1,,,
5125,PK1VMDVI,2021-03-30 03:59:50,15:47:25,LX0NJOD6,In-store,10,,,
5126,MLWHIHQK,2021-10-13 03:59:50,10:05:34,BP2DZLQS,In-store,2,,,
5127,2IPTXD90,2020-12-08 03:59:50,05:10:28,EJNG336A,Mobile,1,,,
5128,YBA2PKJO,2021-02-12 03:59:50,00:53:11,07FI8WS1,In-store,10,,,
5129,YJ7DRB01,2021-12-15 03:59:50,02:45:05,WORXBQA8,Online,4,,,
5130,F3PGU7GH,2024-02-14 03:59:50,15:07:11,1Y6AI8XW,In-store,8,,,
5131,93PZYUPO,2021-10-21 03:59:50,03:41:14,WWBH2HA7,Online,8,,,
5132,SJCAAJQS,2024-08-16 03:59:50,16:50:10,IV0I2N5P,Online,2,,,
5133,126WGDUW,2020-08-19 03:59:50,21:56:58,SG1B20GM,Online,10,,,
5134,W1YU37NJ,2020-11-17 03:59:50,19:48:37,X5MJ8BAA,Mobile,3,,,
5135,JQNLTL5E,2023-06-09 03:59:50,14:09:51,1P3CWWKC,In-store,5,,,
5136,MSN6UV3H,2023-06-05 03:59:50,22:13:10,WM7Z44NP,Online,1,,,
5137,3A4FMSSP,2023-09-09 03:59:50,09:24:17,GV6K3EI4,In-store,9,,,
5138,BAEZN2X3,2020-08-30 03:59:50,22:31:44,ERPPV5A9,Mobile,1,,,
5139,2EIXCZ44,2023-01-19 03:59:50,04:34:38,74JTFXLH,In-store,10,,,
5140,1A77EH7V,2021-10-19 03:59:50,00:18:05,JCGUW7G7,Online,6,,,
5141,JUC66YUY,2023-05-27 03:59:50,22:07:57,FL0HWJZP,Mobile,7,,,
5142,2BQRAGE8,2022-08-10 03:59:50,13:24:30,LTS805L1,Mobile,2,,,
5143,EL1FH1Y7,2021-03-27 03:59:50,08:37:57,P26NNYRF,In-store,4,,,
5144,SG882M3Q,2022-09-28 03:59:50,10:58:27,1DP3SC0L,Mobile,8,,,
5145,P071QZ4O,2022-08-04 03:59:50,06:14:36,IAN5R9XY,Online,2,,,
5146,3F7IUI83,2023-03-15 03:59:50,22:28:19,EDN52GFU,Online,2,,,
5147,GBAM3RX8,2020-06-04 03:59:50,18:14:15,R0FIQXOF,Mobile,7,,,
5148,8YTO7P25,2024-05-27 03:59:50,10:36:49,SAMP670E,Mobile,2,,,
5149,RNEBR4QG,2024-05-16 03:59:50,22:16:00,XP485R7A,In-store,2,,,
5150,Z72LB3P8,2024-09-12 03:59:50,20:35:31,TSUE9JHI,In-store,6,,,
5151,GUK2QVU7,2021-07-10 03:59:50,17:20:56,1U9DC9LM,In-store,9,,,
5152,2H9G2KEL,2021-07-07 03:59:50,20:01:36,VP0PP2Y4,In-store,5,,,
5153,QXQIURIE,2023-05-18 03:59:50,02:38:14,SFG5L71X,In-store,1,,,
5154,0406I42A,2020-08-26 03:59:50,06:47:35,W4ZSOUTS,Online,4,,,
5155,QT9O5PT4,2020-07-03 03:59:50,17:42:30,TP080VPC,Online,6,,,
5156,RDU3S95T,2023-07-19 03:59:50,20:03:20,RCZGZ1L0,Mobile,3,,,
5157,ZB0I4C2J,2021-07-03 03:59:50,14:16:57,FSOJ4WHW,In-store,8,,,
5158,SAVBEY9I,2023-04-05 03:59:50,08:00:39,477CZAT4,Mobile,5,,,
5159,PANNRA5R,2022-05-04 03:59:50,11:33:53,F73POP52,Mobile,3,,,
5160,6CX7M0CN,2024-07-14 03:59:50,11:57:07,5VCKZWD4,In-store,5,,,
5161,CBPUDZUL,2024-01-24 03:59:50,19:30:38,Z6G2DCQU,In-store,5,,,
5162,RLS7W1CH,2023-09-17 03:59:50,15:40:10,VIUHMQUH,Mobile,2,,,
5163,067GAWYP,2023-01-16 03:59:50,13:39:18,GX6BKETY,Online,6,,,
5164,5R9LGQXJ,2021-10-07 03:59:50,11:46:14,278TVXWX,Online,2,,,
5165,CUGSDTYP,2022-09-19 03:59:50,23:21:55,XR1P8V8J,Online,3,,,
5166,DMSUK4BV,2019-12-20 03:59:50,07:10:28,YLI53BT2,Online,1,,,
5167,AV80V2HE,2022-07-18 03:59:50,06:03:26,I8O9FZC9,In-store,10,,,
5168,CVO48ERR,2020-07-09 03:59:50,07:28:59,05F3G6BH,Mobile,2,,,
5169,GPBYOWVT,2021-02-27 03:59:50,23:59:58,9MS5D1T9,Online,9,,,
5170,ZRC618CQ,2021-03-02 03:59:50,03:27:38,S4QC7RV5,Mobile,8,,,
5171,U11SXLIN,2023-08-23 03:59:50,05:58:31,GYUOHK0D,Online,4,,,
5172,J8VUH09B,2020-01-16 03:59:50,18:58:49,SOOUUQAG,In-store,5,,,
5173,57WL7QMN,2021-02-05 03:59:50,04:20:54,N5AJALE8,In-store,9,,,
5174,1LK44YHK,2019-11-16 03:59:50,05:38:58,2FVK7YKF,In-store,9,,,
5175,NR4W1MIG,2023-03-14 03:59:50,16:06:58,XJP8AB4J,Mobile,9,,,
5176,9XH4YRLZ,2023-08-06 03:59:50,04:19:45,Q9W41UPV,Mobile,6,,,
5177,9GQF32FV,2020-03-16 03:59:50,16:15:41,0KOM20J8,Online,6,,,
5178,WC5VRWXL,2023-12-14 03:59:50,08:34:12,ZD8PUH3K,Online,3,,,
5179,XBE814QC,2023-06-22 03:59:50,23:44:53,E4YT00FH,Mobile,3,,,
5180,IM3GBW1W,2023-01-05 03:59:50,23:23:00,XUYP1XSV,Online,1,,,
5181,R4E5AUYR,2023-08-23 03:59:50,10:22:18,A4HAEZV3,In-store,1,,,
5182,ND9WYNXN,2024-01-19 03:59:50,14:27:31,IFASBPOX,Mobile,8,,,
5183,XD4XQ3CJ,2020-03-26 03:59:50,04:17:08,FPBUMFOU,In-store,2,,,
5184,K796TK71,2024-03-25 03:59:50,23:05:00,9ZWNNZI5,In-store,6,,,
5185,U510D81Q,2023-02-04 03:59:50,23:10:29,MO4GXC89,Mobile,5,,,
5186,IOMYMYXS,2022-06-12 03:59:50,01:43:38,O37YRLWW,Online,10,,,
5187,49DAPQJV,2020-12-27 03:59:50,14:57:35,EQVXO7CD,In-store,8,,,
5188,HHOQDZ62,2022-11-16 03:59:50,15:22:05,14A65R57,Online,10,,,
5189,N6YE43L6,2021-12-08 03:59:50,03:28:32,POFLIUDM,Mobile,9,,,
5190,ZAKVMBR3,2024-03-30 03:59:50,23:22:42,OC5GKRFY,In-store,4,,,
5191,PJM0CSJZ,2023-12-21 03:59:50,14:28:14,CDJO2RZM,Online,4,,,
5192,7DGVOGHI,2021-11-13 03:59:50,08:43:26,3A4KHI4R,Online,7,,,
5193,6QGJ7QU1,2023-01-28 03:59:50,20:53:55,ANOBYRXJ,Online,2,,,
